date,q1a,q1b,q1c,q1d,q1e,state,corp,tax,private,fees,location,mission,image,benefits,q5,precorre,int,mag,newsp,radio,signs,tv,word,accuracy,influenc,reliable,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,q8i,q8j,elig,ncyes,pdyes,cpconyes,cpdebyes,econom,educ,environ,fpolicy,healthc,iraq,jobs,ssmar,otheriss,issue,changey,issueyes,respyes,rightsy,partyyes,opinyes,cfp,cpm,conpm,dfl,gpm,ipm,lpm,libertpm,nup,pm,rpm,reppm,noaffil,party,female,yrsinmn,age,current,alumn,uempl,famstu,famempl,bus,none,role,intern,under,grad,nondeg,stustat,a,b,c,d,e,f,g,h,i,j,quiz,stadiumsupport
10/26/2004,0,0,0,0,0,1,4,1,3,1,2,1,3,3,2,1,1,0,0,0,0,0,0,3,4,3,1,1,0,1,1,1,0,0,1,0,1,0,1, , ,0,0,0,0,0,0,0,0,1,9,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,27,35,0,1,0,0,0,0,0,2, , , , , ,0,1,1,0,1,1,1,1,0,1,7,0
10/26/2004,1,1,1,1,0,4,4,4,4,4,1,3,4,3,3,1,1,0,1,0,0,0,0,3,2,3,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,3,38,0,0,1,0,0,0,0,3, , , , , ,0,0,1,0,0,1,0,1,0,1,4,4
10/26/2004,1,0,1,0,1,1,4,3,4,1,1,1,3,3,1,1,0,0,0,1,0,1,0,2,3,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2, , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,19,56,0,0,1,0,0,0,0,3, , , , , ,0,1,0,0,1,1,1,1,1,1,7,3
10/26/2004,1,1,1,1,1,4,1,1,4,3,1,2,4,4,2,1,0,0,0,1,0,1,0,2,3,2,1,1,0,0,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,33,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,1,1,1,0,0,0,1,6,5
10/26/2004,1,1,1,0,0,4,4,2,4,2,1,2,3,3,1,1,1,0,1,0,0,1,0,3,2,3,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,15,62,0,0,1,0,0,0,0,3, , , , , ,0,1,1,1,1,0,1,1,0,1,7,3
10/26/2004,1,0,0,0,0,2,4,1,4,1,1,2,4,4,3,1,1,0,0,0,0,1,1,2,3,3,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,8,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,9,27,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1
10/26/2004,0,0,0,0,0,3,3,1,4,1,2,1,3,2,2,1,1,0,0,0,0,1,1,3,3,3,1,0,0,1,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,4,32,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1,4,0
10/26/2004,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,26,53,0,1,0,0,0,0,0,2, , , , , ,1,0,0,0,1,0,1,1,0,0,4,0
10/26/2004,1,0,0,0,0,3,4,1,4,2,1,2,3,3,1,1,1,1,1,0,0,1,0,2,3,2,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,13,50,0,0,1,0,0,0,0,3, , , , , ,0,1,1,0,1,0,0,0,0,1,4,1
10/26/2004,0,0,0,0,1,2,3,2,3,2,1,2,2,3,1,1,0,1,1,1,0,1,0,2,3,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,55,0,0,1,0,0,0,0,3, , , , , ,0,0,1,1,1,1,1,1,0,1,7,1
10/26/2004,0,0,0,0,0,1,3,1,3,1,2,1,1,1,2,1,1,0,1,1,0,1,0,2,3,2,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,25,25,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,4,0
10/26/2004,1,1,1,1,1,1,4,1,4,1,1,1,1,3,1,1,1,1,1,1,0,0,0,3,2,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,23,30,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,1,1,1,1,0,1,8,5
10/26/2004,1,0,1,1,1,3,3,2,3,1,1,2,4,4,3,1,1,0,1,0,1,1,0,3,4,2,1,1,1,1,0,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,23,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,3,4
10/26/2004,0,0,0,1,0,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,3,4,3,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,19,52,0,0,1,0,0,0,0,3, , , , , ,0,0,1,1,1,1,1,1,0,1,7,1
10/26/2004,1,1,1,0,0,4,4,4,4,1,1,1,4,4,1,1,1,1,1,1,0,1,0,2,4,1,0,1,0,1,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,38,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,1,0,1,1,1,8,3
10/26/2004,0,0,0,0,0,1,3,1,3,1,2,1,1,1,1,1,1,1,1,0,0,1,1,2,2,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,12,34,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,2,0
10/26/2004,1,0,1,1,0,3,4,3,4,3,1,2,3,4,1,1,1,1,1,1,0,0,1,3,3,3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,18,49,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,1,1,1,1,0,8,3
10/26/2004,1,0,0,1,0,1,4,1,4,3,1,2,3,3,1,1,0,0,1,1,1,1,1,1,3,2,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,15,44,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,5,2
10/26/2004,1,1,1,1,1,3,3,2,4,3,1,2,3,3,1,1,1,1,1,1,0,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,5,39,0,0,1,0,0,0,0,3, , , , , ,0,0,1,1,0,0,1,1,1,1,6,5
10/26/2004,1,0,0,0,0,3,3,3,3,2,1,2,3,4,1,1,1,1,1,1,0,1,1,2,3,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1, , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,25,60,0,0,1,0,0,0,0,3, , , , , ,0,1,0,1,1,1,1,1,1,0,7,1
10/26/2004,1,0,0,1,1,3,4,1,4,2,1,3,4,3,1,1,1,1,1,1,0,1,1,2,3,2,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,32,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,1,8,3
10/26/2004,0,0,0,1,0,1,3,2,4,2,1,2,3,2,1,1,1,0,1,1,1,1,1,1,3,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,43,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,4,1
10/26/2004,1,1,1,1,1,4,4,3,4,3,1,3,4,4,1,1,0,1,1,1,1,1,1,3,3,3,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,45,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,1,1,1,0,1,7,5
10/26/2004,0,0,0,0,0,2,3,1,3,1,1,2,3,3,1,1,1,0,1,1,1,1,1,3,3,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,51,51,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,1,1,1,1,1,7,0
10/26/2004,0,0,1,0,0,2,4,1,4,1,1,1,3,2,1,1,1,1,1,1,0,1,1,2,2,2,1,1,0,1,1,0,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,29,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,1,0,1,0,0,1,0,1,5,1
10/26/2004,0,0,1,1,0,1,2,1,4,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,3,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,5,43,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,1,0,1,1,1,7,2
10/26/2004,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,19,45,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,1,1,1,6,1
10/26/2004,1,1,1,0,1,1,3,1,4,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,1,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,26,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,5,4
10/26/2004,0,0,0,0,0,1,3,1,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,3,2,0,1,1,1,1,1,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,27,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,1,1,0,1,0,0,5,0
10/27/2004,1,0,0,0,0,3,3,2,3,2,1,3,4,3,0,1,0,0,0,0,1,1,0,0,4,0,1,0,1,1,0,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,9,49,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,1
10/27/2004,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,1,1,1,3,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,9,53,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,0,1,1,1,6,2
10/27/2004,1,1,0,0,1,3,3,3,3,2,1,2,4,4,3,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,26,26,0,1,0,0,0,0,0,2, , , , , ,1,0,1,0,1,1,0,0,0,1,5,3
10/27/2004,0,0,0,0,0,2,4,1,4,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,2,2,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,26,31,0,1,0,0,0,0,0,2, , , , , ,1,0,1,0,1,1,0,1,0,1,6,0
10/27/2004,1,1,1,0,0,4,3,2,4,1,2,3,4,4,0,1,0,0,0,0,1,1,1,3,3,2,1,1,0,1,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,17,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,5,3
10/27/2004,1,0,0,0,0,3,4,2,4,1,1,1,3,3,1,1,0,0,1,1,0,1,0,3,3,2,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,37,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,1,0,0,0,0,1,5,1
10/27/2004,0,0,0,0,0,2,3,1,3,1,1,2,3,3,2,1,1,0,1,1,0,1,0,3,2,3,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,5,23,0,1,0,0,0,0,0,2, , , , , ,1,0,1,0,1,1,0,1,1,1,7,0
10/27/2004,1,1,1,1,1,4,4,4,4,3,1,4,4,4,1,1,1,1,0,1,0,0,1,2,0,3,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,25,30,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,0,1,1,0,1,7,5
10/27/2004,1,1,1,1,0,4,4,2,3,2,1,4,4,4,3,1,1,0,0,0,1,1,1,3,3,3,1,0,1,1,1,1,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,24,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,3,4
10/27/2004,0,0,0,1,1,1,3,2,4,4,1,2,4,4,1,1,1,1,1,1,0,1,0,3,2,2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,35,36, , , , , , , , , , , , , ,1,1,0,1,1,1,1,1,0,1,8,2
10/27/2004,1,0,0,1,1,3,4,2,4,1,1,2,4,4,1,1,0,1,1,1,0,1,1,2,4,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,52,52,0,1,0,0,0,0,0,2, , , , , ,1,0,1,1,1,1,1,0,1,1,8,3
10/27/2004,1,1,1,1,1,3,0,2,4,2,1,1,4,3,1,1,1,0,1,1,0,1,1,3,2,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,65,65,0,1,0,0,0,0,0,2, , , , , ,0,1,1,1,1,0,0,1,1,1,7,5
10/27/2004,1,1,1,0,0,3,3,3,3,4,1,3,4,4,1,1,1,0,1,1,0,1,1,3,3,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,23,23,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,1,0,1,6,3
10/27/2004,1,0,0,1,0,1,4,1,4,1,1,1,3,3,1,1,0,0,1,1,1,1,1,2,3,2,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,34,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,1,0,1,0,1,6,2
10/27/2004,1,1,0,1,1,3,4,2,4,1,1,3,4,4,1,1,1,0,1,1,0,1,1,3,3,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,35,35,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,0,1,7,4
10/27/2004,1,1,1,1,1,4,4,4,4,2,1,3,4,4,1,1,1,0,1,1,1,1,1,3,2,3,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,34,34,0,1,0,0,0,0,0,2, , , , , ,0,1,0,0,1,1,1,1,0,1,6,5
10/27/2004,1,1,1,1,1,4,4,2,4,3,0,4,4,4,1,1,1,1,1,1,0,1,1,3,4,3,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,27,36,0,1,0,0,0,0,0,2, , , , , ,1,1,0,1,1,1,1,1,1,1,9,5
10/27/2004,1,0,1,1,1,4,3,2,4,2,1,2,4,4,1,1,1,1,1,1,1,1,1,3,2,3,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1, , , , ,1, ,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,65,65, , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,0,1,6,4
10/27/2004,0,0,0,0,0,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,19,41,0,1,0,0,0,0,0,2, , , , , ,0,0,1,0,1,0,0,1,0,0,3,0
10/27/2004,1,1,1,1,1,4,4,4,4,2,1,3,4,3,1,1,1,1,1,1,1,1,1,3,3,2,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,50,60,0,0,1,0,0,0,0,3, , , , , ,0,0,1,0,1,1,0,1,0,1,5,5
10/27/2004,0,0,0,0,0,1,4,1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,30,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,4,0
10/28/2004,1,0,0,0,0,3,3,2,3,1,1,2,2,3,0,1,0,0,0,0,0,0,1,2,3,2,1,0,0,1,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,23,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1,4,1
10/28/2004,0,0,0,0,0,4,3,2,3,1,1,1,2,2,2,1,0,0,0,1,0,0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,31,0,0,1,0,0,0,0,3, , , , , ,0,1,0,0,1,1,0,0,0,0,3,0
10/28/2004,0,0,0,0,0,1,3,1,4,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,48,48,0,0,1,0,0,0,0,3, , , , , ,0,1,0,0,1,1,0,0,0,0,3,0
10/28/2004,0,0,0,0,0,2,3,1,4,1,1,1,3,2,2,1,1,0,0,0,0,1,0,3,3,2,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,8,26,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,0,1,1,1,7,0
10/28/2004,0,0,0,1,1,2,2,2,3,1,2,1,2,2,0,1,1,0,0,0,0,1,0,2,3,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,27,27,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,5,2
10/28/2004,0,0,0,0,0,1,3,1,3,1,1,1,3,3,1,1,1,1,0,0,0,0,1,2,2,2,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1, ,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,18,18, , , , , , , , , , , , , ,0,1,1,0,1,0,0,0,1,1,5,0
10/28/2004,0,0,0,1,0,1,3,1,3,1,2,1,3,3,1,1,1,0,1,0,0,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1, , ,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,24,24,0,1,0,0,0,0,0,2, , , , , ,0,0,1,1,0,0,1,1,1,1,6,1
10/28/2004,0,0,0,0,0,1,4,1,4,1,2,1,3,2,3,1,0,0,0,1,0,1,1,2,3,2,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,44,44,0,1,0,0,0,0,0,2, , , , , ,1,1,1,0,0,1,0,1,1,1,7,0
10/28/2004,1,0,0,1,0,2,4,2,4,2,1,2,3,3,1,1,0,0,1,0,0,1,1,2,3,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,21,29,0,0,1,0,0,0,0,3, , , , , ,0,1,1,0,1,1,1,1,0,1,7,2
10/28/2004,1,0,1,1,1,4,4,3,4,1,1,2,3,3,1,1,0,0,1,1,0,1,0,2,3,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,24,49,0,0,1,0,0,0,0,3, , , , , ,1,0,1,0,1,1,1,1,1,1,8,4
10/28/2004,1,0,1,1,0,3,4,3,4,2,1,2,3,3,1,1,0,0,1,1,0,1,0,3,2,3,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1, ,1,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,24,52,0,0,1,0,0,0,0,3, , , , , ,1,0,1,0,1,1,0,0,1,1,6,3
10/28/2004,0,0,0,1,0,1,3,1,4,1,0,1,1,1,1,1,1,0,1,0,0,1,0,2,3,2,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,25,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,1,1,0,1,1,1,8,1
10/28/2004,1,0,0,0,0,2,4,2,4,3,1,2,3,4,2,1,1,0,0,1,0,1,0,2,2,3,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,45,46,0,0,1,0,0,0,0,3,0,0,0,1,3,0,0,1,0,1,1,0,0,0,1,4,1
10/28/2004,1,0,1,0,0,3,1,3,1,3,1,3,4,3,1,1,1,0,0,0,0,1,1,3,2,3,1,1,0,1,1,1,1,0,0,0,1, ,1, ,1,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,20,23,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,7,2
10/28/2004,1,1,1,1,1,3,4,4,4,3,1,3,4,2,1,1,0,1,1,1,0,1,0,3,2,3,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,51, , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,2,5
10/28/2004,0,0,0,1,1,2,2,2,2,1,1,3,3,3,1,1,0,0,0,1,1,1,1,2,3,2,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1, ,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,35,45,0,1,0,0,0,0,0,2, , , , , ,0,0,1,0,0,1,0,0,0,0,2,2
10/28/2004,1,1,1,0,1,3,4,2,4,2,1,3,4,4,1,1,1,0,0,1,0,1,1,3,3,3,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,43,48,0,1,0,0,0,0,0,2, , , , , ,1,1,0,1,1,1,0,1,1,1,8,4
10/28/2004,1,0,0,1,0,1,3,1,3,1,1,2,3,3,1,1,0,0,1,1,1,1,0,2,3,2,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,35,60,0,1,0,0,0,0,0,2, , , , , ,0,0,1,0,1,1,0,1,0,1,5,2
10/28/2004,1,0,0,0,0,3,4,2,4,3,2,1,3,3,1,1,1,0,1,1,0,1,0,3,4,2,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,13,37,0,0,1,0,0,0,0,3, , , , , ,1,1,0,0,1,0,1,1,0,1,6,1
